source,mid,mis,tweet_id,label,auto
fact_check_url,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1252466053986365440,against,True
keywords,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1251762991789473794,favor,False
keywords,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1332305755043737601,favor,False
news_url,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1251241709213753344,favor,False
fact_check_url,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1337628746367397891,against,True
fact_check_url,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1270931333422837762,against,True
news_url,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1253121747756429315,favor,False
keywords,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1251183159871324162,favor,False
news_url,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1251684616689328140,neither,False
news_url,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1262191756860223488,favor,False
news_url,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1251218724524224512,favor,False
news_url,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1251289407837089792,favor,False
keywords,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1255234877458432000,favor,False
keywords,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1251084672865632257,favor,False
fact_check_url,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1252782090019573762,against,True
keywords,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1251991506501554177,favor,False
fact_check_url,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1252973846468182019,against,True
news_url,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1251555353159819266,favor,False
keywords,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1255971887085244416,favor,False
news_url,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1252210598701654019,favor,False
news_url,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1251378437274689536,against,False
keywords,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1256311587301965825,favor,False
news_url,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1251143932211195906,neither,False
news_url,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1251129944857628672,favor,False
fact_check_url,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1252712810880122881,against,True
news_url,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1252066158133403648,neither,False
fact_check_url,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1252620093282009094,against,True
keywords,17,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1256643725977161729,favor,False
title,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1247620104189349893,favor,False
news_url,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1247628402883993602,favor,False
keywords,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1252666656087826436,favor,False
title,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1247691375992324096,favor,False
title,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1250156138051534849,favor,False
fact_check_url,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1251807911262785537,against,True
keywords,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1279877963488657409,favor,False
fact_check_url,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1254164668358307847,against,True
news_url,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1250353456390361094,favor,False
news_url,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1247824634206203905,favor,False
title,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1247618979578798080,favor,False
title,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1249012687243055104,favor,False
fact_check_url,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1275808001790803969,against,True
fact_check_url,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1252887086618853376,against,True
title,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1249604364227895297,favor,False
keywords,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1276635063497736192,favor,False
keywords,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1225296001696591872,favor,False
title,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1247615286322311168,favor,False
keywords,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1257267390569742336,neither,False
keywords,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1253469552052183041,favor,False
keywords,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1250106621713416201,against,False
keywords,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1289196612820992002,favor,False
fact_check_url,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1251541949477261313,against,True
title,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1252424353171402754,favor,False
news_url,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1247702174173409290,favor,False
news_url,26,A video argues that the coronavirus is a bioengineered virus released from a Wuhan research laboratory.,1259998266713751552,favor,False
title,46,Michigan Gov bans buying US flags during lockdown.,1249891792515936256,favor,False
title,46,Michigan Gov bans buying US flags during lockdown.,1249383054302261248,favor,False
title,46,Michigan Gov bans buying US flags during lockdown.,1249452715345760256,favor,False
title,46,Michigan Gov bans buying US flags during lockdown.,1249410546463539200,favor,False
keywords,46,Michigan Gov bans buying US flags during lockdown.,1249360602717356037,favor,False
title,46,Michigan Gov bans buying US flags during lockdown.,1249390865643999237,favor,False
title,46,Michigan Gov bans buying US flags during lockdown.,1249738830560858115,favor,False
keywords,46,Michigan Gov bans buying US flags during lockdown.,1249356262401126400,favor,False
keywords,46,Michigan Gov bans buying US flags during lockdown.,1249367382759485440,favor,False
keywords,46,Michigan Gov bans buying US flags during lockdown.,1249193763488047109,favor,False
title,46,Michigan Gov bans buying US flags during lockdown.,1249408237394419712,favor,False
fact_check_url,46,Michigan Gov bans buying US flags during lockdown.,1249786548322799616,against,True
title,46,Michigan Gov bans buying US flags during lockdown.,1251876024201015298,favor,False
keywords,46,Michigan Gov bans buying US flags during lockdown.,1249354627474055168,favor,False
title,46,Michigan Gov bans buying US flags during lockdown.,1249655710411087872,favor,False
keywords,46,Michigan Gov bans buying US flags during lockdown.,1249394591910055939,favor,False
keywords,46,Michigan Gov bans buying US flags during lockdown.,1249185069886996480,favor,False
keywords,46,Michigan Gov bans buying US flags during lockdown.,1249404951929016325,favor,False
title,46,Michigan Gov bans buying US flags during lockdown.,1249523741295620096,favor,False
keywords,46,Michigan Gov bans buying US flags during lockdown.,1249335253111648258,favor,False
title,51,Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,1249663133888565248,favor,False
fact_check_url,51,Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,1252340232537518087,against,True
keywords,51,Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,1342361063656927232,favor,False
fact_check_url,51,Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,1256332864813064195,against,True
keywords,51,Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,1249839966781407233,favor,False
fact_check_url,51,Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,1250786759329419269,against,True
keywords,51,Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,1248667914645000192,favor,False
fact_check_url,51,Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,1250821402703400965,against,True
fact_check_url,51,Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,1252581860724662274,against,True
keywords,51,Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,1317820994875084801,favor,False
title,51,Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,1249945965794033664,favor,False
keywords,51,Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,1251386663940440065,favor,False
title,51,Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,1250744459630972929,favor,False
keywords,51,Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,1261510157726396416,favor,False
fact_check_url,51,Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,1256266751836336128,against,True
fact_check_url,51,Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,1261293802381291521,against,True
fact_check_url,51,Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,1251308081172144129,against,True
title,51,Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,1249400999212732416,favor,False
title,51,Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,1249389635287080960,favor,False
fact_check_url,51,Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,1250629315882090499,against,True
title,67,The CDC confesses to lying about COVID-19 death numbers.,1248323698144055296,favor,False
keywords,67,The CDC confesses to lying about COVID-19 death numbers.,1301488566036557830,favor,False
title,67,The CDC confesses to lying about COVID-19 death numbers.,1248224781410934784,favor,False
keywords,67,The CDC confesses to lying about COVID-19 death numbers.,1311682598071136259,favor,False
title,67,The CDC confesses to lying about COVID-19 death numbers.,1248442127006208001,favor,False
keywords,67,The CDC confesses to lying about COVID-19 death numbers.,1280628008576057344,favor,False
title,67,The CDC confesses to lying about COVID-19 death numbers.,1248437047292903424,favor,False
keywords,67,The CDC confesses to lying about COVID-19 death numbers.,1278016596569702400,favor,False
keywords,67,The CDC confesses to lying about COVID-19 death numbers.,1280708393548812290,favor,False
fact_check_url,67,The CDC confesses to lying about COVID-19 death numbers.,1277806754110136320,against,True
title,67,The CDC confesses to lying about COVID-19 death numbers.,1248208207962611712,favor,False
title,67,The CDC confesses to lying about COVID-19 death numbers.,1248648245531873285,favor,False
keywords,67,The CDC confesses to lying about COVID-19 death numbers.,1305993696379367424,favor,False
keywords,67,The CDC confesses to lying about COVID-19 death numbers.,1248427937977618437,favor,False
fact_check_url,67,The CDC confesses to lying about COVID-19 death numbers.,1278413143061016576,against,True
fact_check_url,67,The CDC confesses to lying about COVID-19 death numbers.,1250604391217979392,against,True
keywords,67,The CDC confesses to lying about COVID-19 death numbers.,1339245453930622976,favor,False
keywords,67,The CDC confesses to lying about COVID-19 death numbers.,1308505527077412864,neither,False
title,67,The CDC confesses to lying about COVID-19 death numbers.,1248174061110337538,favor,False
keywords,67,The CDC confesses to lying about COVID-19 death numbers.,1350897813572485120,favor,False
title,67,The CDC confesses to lying about COVID-19 death numbers.,1248551731077709825,favor,False
keywords,67,The CDC confesses to lying about COVID-19 death numbers.,1327336165238661120,neither,False
title,67,The CDC confesses to lying about COVID-19 death numbers.,1248371232191344644,favor,False
fact_check_url,67,The CDC confesses to lying about COVID-19 death numbers.,1250846511379804161,against,True
keywords,67,The CDC confesses to lying about COVID-19 death numbers.,1351331180931641345,favor,False
keywords,67,The CDC confesses to lying about COVID-19 death numbers.,1293186524410810369,favor,False
title,67,The CDC confesses to lying about COVID-19 death numbers.,1248392366634881024,favor,False
keywords,67,The CDC confesses to lying about COVID-19 death numbers.,1255204889921294336,favor,False
keywords,67,The CDC confesses to lying about COVID-19 death numbers.,1252912009575829504,favor,False
keywords,67,The CDC confesses to lying about COVID-19 death numbers.,1255529652120162307,favor,False
title,67,The CDC confesses to lying about COVID-19 death numbers.,1248422959217143813,favor,False
news_url,68,A top German doctor recommends whiskey to protect against COVID-19.,1248071832898428928,favor,False
title,68,A top German doctor recommends whiskey to protect against COVID-19.,1251566534478254081,favor,False
keywords,68,A top German doctor recommends whiskey to protect against COVID-19.,1248323111486980098,favor,False
title,68,A top German doctor recommends whiskey to protect against COVID-19.,1249858653781458944,favor,False
keywords,68,A top German doctor recommends whiskey to protect against COVID-19.,1248583944917995521,favor,False
title,68,A top German doctor recommends whiskey to protect against COVID-19.,1250169435383611398,favor,False
keywords,68,A top German doctor recommends whiskey to protect against COVID-19.,1248607386442629120,favor,False
title,68,A top German doctor recommends whiskey to protect against COVID-19.,1249705362367930368,favor,False
fact_check_url,68,A top German doctor recommends whiskey to protect against COVID-19.,1248745629431496704,against,True
keywords,68,A top German doctor recommends whiskey to protect against COVID-19.,1248309727827763200,neither,False
keywords,68,A top German doctor recommends whiskey to protect against COVID-19.,1325338408957390848,favor,False
news_url,68,A top German doctor recommends whiskey to protect against COVID-19.,1248644087302914048,neither,False
fact_check_url,68,A top German doctor recommends whiskey to protect against COVID-19.,1248751262365073409,against,True
news_url,68,A top German doctor recommends whiskey to protect against COVID-19.,1248295934150270984,favor,False
news_url,68,A top German doctor recommends whiskey to protect against COVID-19.,1248706935161004036,favor,False
news_url,68,A top German doctor recommends whiskey to protect against COVID-19.,1248346333397880832,favor,False
news_url,68,A top German doctor recommends whiskey to protect against COVID-19.,1247924100355497986,favor,False
news_url,68,A top German doctor recommends whiskey to protect against COVID-19.,1248282674051022848,favor,False
news_url,68,A top German doctor recommends whiskey to protect against COVID-19.,1247900076040531970,favor,False
news_url,68,A top German doctor recommends whiskey to protect against COVID-19.,1248055410835283971,favor,False
news_url,68,A top German doctor recommends whiskey to protect against COVID-19.,1248726920981893120,favor,False
keywords,68,A top German doctor recommends whiskey to protect against COVID-19.,1248114981045817344,favor,False
keywords,68,A top German doctor recommends whiskey to protect against COVID-19.,1248710294194368512,favor,False
news_url,68,A top German doctor recommends whiskey to protect against COVID-19.,1248293827091337222,neither,False
keywords,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1348735494973231107,favor,False
keywords,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1293198086257270784,neither,False
keywords,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1356414381450555394,favor,False
fact_check_url,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1250476434704957444,against,True
keywords,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1251168990526869506,against,False
keywords,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1292294149841080321,favor,False
fact_check_url,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1256431619809968128,against,True
keywords,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1329069170575765507,favor,False
keywords,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1263096421768736769,favor,False
keywords,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1330484277813899265,neither,False
keywords,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1250490860673945601,favor,False
keywords,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1286601642385833984,against,False
keywords,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1336773961288441866,against,False
keywords,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1285128314169032707,favor,False
keywords,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1365968992419123203,neither,False
keywords,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1253624155834023936,neither,False
keywords,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1250521341016637440,favor,False
keywords,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1250213119919620097,favor,False
keywords,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1260095569067782145,favor,False
keywords,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1310220863728496640,favor,False
keywords,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1260176920760725504,neither,False
fact_check_url,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1309302033657155584,against,True
fact_check_url,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1325882947589824525,against,True
keywords,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1249057857770848257,favor,False
fact_check_url,69,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,1250399466793787392,against,True
title,72,COVID-19 vaccine trial killed 7 children in Senegal.,1249683534450696192,favor,False
keywords,72,COVID-19 vaccine trial killed 7 children in Senegal.,1248638078908018688,neither,False
keywords,72,COVID-19 vaccine trial killed 7 children in Senegal.,1251446775967363073,favor,False
fact_check_url,72,COVID-19 vaccine trial killed 7 children in Senegal.,1251639594761752576,against,True
keywords,72,COVID-19 vaccine trial killed 7 children in Senegal.,1246815253591138305,favor,False
fact_check_url,72,COVID-19 vaccine trial killed 7 children in Senegal.,1252254161728688129,against,True
fact_check_url,72,COVID-19 vaccine trial killed 7 children in Senegal.,1249860035041202176,against,True
fact_check_url,72,COVID-19 vaccine trial killed 7 children in Senegal.,1248753467532947458,against,True
fact_check_url,72,COVID-19 vaccine trial killed 7 children in Senegal.,1249152673846345729,against,True
fact_check_url,72,COVID-19 vaccine trial killed 7 children in Senegal.,1303849681789698048,against,True
keywords,72,COVID-19 vaccine trial killed 7 children in Senegal.,1248709755297816577,favor,False
fact_check_url,72,COVID-19 vaccine trial killed 7 children in Senegal.,1293951548121382912,against,True
keywords,72,COVID-19 vaccine trial killed 7 children in Senegal.,1249833201566126087,favor,False
fact_check_url,72,COVID-19 vaccine trial killed 7 children in Senegal.,1248843149348306944,against,True
keywords,72,COVID-19 vaccine trial killed 7 children in Senegal.,1248556230915866625,favor,False
keywords,72,COVID-19 vaccine trial killed 7 children in Senegal.,1253814121100972032,favor,False
keywords,72,COVID-19 vaccine trial killed 7 children in Senegal.,1249326925446885377,against,False
fact_check_url,72,COVID-19 vaccine trial killed 7 children in Senegal.,1249185344010010624,against,True
fact_check_url,72,COVID-19 vaccine trial killed 7 children in Senegal.,1262344354875600897,against,True
keywords,72,COVID-19 vaccine trial killed 7 children in Senegal.,1248617009161498630,favor,False
keywords,72,COVID-19 vaccine trial killed 7 children in Senegal.,1248642886452707328,against,False
keywords,72,COVID-19 vaccine trial killed 7 children in Senegal.,1248673063534645248,favor,False
keywords,72,COVID-19 vaccine trial killed 7 children in Senegal.,1248541923494842368,favor,False
keywords,72,COVID-19 vaccine trial killed 7 children in Senegal.,1250294089116835842,favor,False
fact_check_url,72,COVID-19 vaccine trial killed 7 children in Senegal.,1249095269582503936,against,True
fact_check_url,72,COVID-19 vaccine trial killed 7 children in Senegal.,1257010834758414336,against,True
keywords,80,The number of coronavirus death in the U.S. is being exaggerated because Dr. Birx confirms anyone who dies with COVID19 and has other health issues being counted as Covid19 death.,1282780194839945223,favor,False
news_url,80,The number of coronavirus death in the U.S. is being exaggerated because Dr. Birx confirms anyone who dies with COVID19 and has other health issues being counted as Covid19 death.,1254847854327316481,neither,False
keywords,80,The number of coronavirus death in the U.S. is being exaggerated because Dr. Birx confirms anyone who dies with COVID19 and has other health issues being counted as Covid19 death.,1248262499482439680,against,False
keywords,80,The number of coronavirus death in the U.S. is being exaggerated because Dr. Birx confirms anyone who dies with COVID19 and has other health issues being counted as Covid19 death.,1248253338782752772,against,False
fact_check_url,80,The number of coronavirus death in the U.S. is being exaggerated because Dr. Birx confirms anyone who dies with COVID19 and has other health issues being counted as Covid19 death.,1248003474983227392,against,True
news_url,80,The number of coronavirus death in the U.S. is being exaggerated because Dr. Birx confirms anyone who dies with COVID19 and has other health issues being counted as Covid19 death.,1259753847549038592,favor,False
news_url,80,The number of coronavirus death in the U.S. is being exaggerated because Dr. Birx confirms anyone who dies with COVID19 and has other health issues being counted as Covid19 death.,1255963681831124992,favor,False
news_url,80,The number of coronavirus death in the U.S. is being exaggerated because Dr. Birx confirms anyone who dies with COVID19 and has other health issues being counted as Covid19 death.,1250489497298579463,favor,False
fact_check_url,80,The number of coronavirus death in the U.S. is being exaggerated because Dr. Birx confirms anyone who dies with COVID19 and has other health issues being counted as Covid19 death.,1248076959856328705,against,True
fact_check_url,80,The number of coronavirus death in the U.S. is being exaggerated because Dr. Birx confirms anyone who dies with COVID19 and has other health issues being counted as Covid19 death.,1248002031463403521,against,True
news_url,80,The number of coronavirus death in the U.S. is being exaggerated because Dr. Birx confirms anyone who dies with COVID19 and has other health issues being counted as Covid19 death.,1253013463460311042,favor,False
keywords,80,The number of coronavirus death in the U.S. is being exaggerated because Dr. Birx confirms anyone who dies with COVID19 and has other health issues being counted as Covid19 death.,1259945053440610304,favor,False
keywords,80,The number of coronavirus death in the U.S. is being exaggerated because Dr. Birx confirms anyone who dies with COVID19 and has other health issues being counted as Covid19 death.,1247889824737968128,favor,False
news_url,80,The number of coronavirus death in the U.S. is being exaggerated because Dr. Birx confirms anyone who dies with COVID19 and has other health issues being counted as Covid19 death.,1250842298738409473,favor,False
keywords,80,The number of coronavirus death in the U.S. is being exaggerated because Dr. Birx confirms anyone who dies with COVID19 and has other health issues being counted as Covid19 death.,1264344970795855877,favor,False
keywords,80,The number of coronavirus death in the U.S. is being exaggerated because Dr. Birx confirms anyone who dies with COVID19 and has other health issues being counted as Covid19 death.,1260243409022918657,favor,False
keywords,80,The number of coronavirus death in the U.S. is being exaggerated because Dr. Birx confirms anyone who dies with COVID19 and has other health issues being counted as Covid19 death.,1260553546216296452,favor,False
news_url,80,The number of coronavirus death in the U.S. is being exaggerated because Dr. Birx confirms anyone who dies with COVID19 and has other health issues being counted as Covid19 death.,1249033389371465728,favor,False
fact_check_url,80,The number of coronavirus death in the U.S. is being exaggerated because Dr. Birx confirms anyone who dies with COVID19 and has other health issues being counted as Covid19 death.,1247998003064995847,against,True
keywords,80,The number of coronavirus death in the U.S. is being exaggerated because Dr. Birx confirms anyone who dies with COVID19 and has other health issues being counted as Covid19 death.,1247990471089172484,favor,False
news_url,80,The number of coronavirus death in the U.S. is being exaggerated because Dr. Birx confirms anyone who dies with COVID19 and has other health issues being counted as Covid19 death.,1249332186580467715,favor,False
news_url,80,The number of coronavirus death in the U.S. is being exaggerated because Dr. Birx confirms anyone who dies with COVID19 and has other health issues being counted as Covid19 death.,1250606724026900486,favor,False
fact_check_url,80,The number of coronavirus death in the U.S. is being exaggerated because Dr. Birx confirms anyone who dies with COVID19 and has other health issues being counted as Covid19 death.,1247999467548180482,against,True
title,84,"5G exposure alter the structure and function of hemoglobin, causing coronavirus patients to die from oxygen deprivation.",1247279206091743232,favor,False
title,84,"5G exposure alter the structure and function of hemoglobin, causing coronavirus patients to die from oxygen deprivation.",1247314443685396480,favor,False
fact_check_url,84,"5G exposure alter the structure and function of hemoglobin, causing coronavirus patients to die from oxygen deprivation.",1249721744572719105,against,True
news_url,84,"5G exposure alter the structure and function of hemoglobin, causing coronavirus patients to die from oxygen deprivation.",1247500877117743104,favor,False
fact_check_url,84,"5G exposure alter the structure and function of hemoglobin, causing coronavirus patients to die from oxygen deprivation.",1249220123388342275,against,True
fact_check_url,84,"5G exposure alter the structure and function of hemoglobin, causing coronavirus patients to die from oxygen deprivation.",1304911506069307392,against,True
